Geo Point,NOMBDEP,NOMBPROV,NOMBDIST,CAPITAL,POBLACION
-8.95050762848|-75.2799078205,UCAYALI,PADRE ABAD,IRAZOLA,SAN ALEJANDRO,11702
-8.9559122942|-73.6865428213,UCAYALI,CORONEL PORTILLO,MASISEA,MASISEA,12491
-8.6413014233|-75.0490320513,UCAYALI,PADRE ABAD,NESHUYA,MONTE ALEGRE,9669
-8.53843086463|-74.5091638823,UCAYALI,CORONEL PORTILLO,MANANTAY,SAN FERNANDO,104487
-7.9650521055|-74.1601912672,UCAYALI,CORONEL PORTILLO,CALLERIA,PUCALLPA,176642
-7.32915847054|-78.1712484047,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,SAN MARCOS,21205
-6.91989554313|-78.1587747201,CAJAMARCA,CELENDIN,JOSE GALVEZ,HUACAPAMPA,2714
-12.5479207965|-74.9353060404,HUANCAVELICA,HUANCAVELICA,MARISCAL CACERES,MARISCAL CACERES,508
-10.2469428869|-77.4107731566,ANCASH,BOLOGNESI,HUAYLLACAYAN,HUAYLLACAYAN,1367
-15.6163735273|-72.5669024362,AREQUIPA,CASTILLA,VIRACO,VIRACO,1763
-15.6746396599|-71.9594109174,AREQUIPA,CAYLLOMA,CABANACONDE,CABANACONDE,2446
-16.0530327788|-73.5382776399,AREQUIPA,CARAVELI,ATICO,ATICO,5906
-15.5406472544|-73.4317580367,AREQUIPA,CARAVELI,CAHUACHO,CAHUACHO,695
-15.824856479|-73.9451650806,AREQUIPA,CARAVELI,CHAPARRA,ACHANIZO,3839
-16.6419870027|-71.3574226988,AREQUIPA,AREQUIPA,POLOBAYA,POLOBAYA GRANDE,974
-5.04853532606|-80.7884238509,PIURA,SULLANA,MIGUEL CHECA,SOJO,9997
-4.82550387478|-80.5461528069,PIURA,SULLANA,SULLANA,SULLANA,190709
-5.06546281377|-80.9131599039,PIURA,PAITA,LA HUACA,LA HUACA,14013
-16.2930857115|-69.1805682336,PUNO,YUNGUYO,CUTURAPI,SAN JUAN DE CUTURAPI,1359
-16.0958288275|-69.5086229084,PUNO,EL COLLAO,PILCUYO,PILCUYO,11147
-16.08027615|-70.3023604225,PUNO,PUNO,SAN ANTONIO,SAN ANTONIO DE ESQUILACHE,2688
-16.2402084124|-69.6780856122,PUNO,EL COLLAO,ILAVE,ILAVE,49561
-14.7379204786|-71.2226636837,CUSCO,ESPINAR,ALTO PICHIGUA,ACCOCUNCA,2126
-13.9217602249|-75.875777144,ICA,ICA,SALAS,GUADALUPE,29105
-13.8820628417|-75.6124134639,ICA,ICA,SAN JOSE DE LOS MOLINOS,SAN JOSE DE LOS MOLINOS,8075
-13.4657228107|-72.2466193703,CUSCO,ANTA,ZURITE,ZURITE,3840
-13.5643066449|-71.6764485333,CUSCO,PAUCARTAMBO,CAICAY,CAICAY,3017
-12.912033641|-74.2114537189,AYACUCHO,HUANTA,HUANTA,HUANTA,43001
-12.5314939118|-74.3053631401,AYACUCHO,HUANTA,AYAHUANCO,VIRACOCHAN,1254
-12.603824201|-73.9964474994,AYACUCHO,HUANTA,SIVIA,SIVIA,12488
-13.2393806683|-73.8910041281,AYACUCHO,LA MAR,LUIS CARRANZA,PAMPAS,1343
-12.1771180917|-74.5039738402,HUANCAVELICA,TAYACAJA,TINTAY PUNCU,TINTAY,3249
-12.0566576972|-74.5458128707,HUANCAVELICA,TAYACAJA,HUACHOCOLPA,HUACHOCOLPA,3346
-12.4126821799|-75.0117600365,HUANCAVELICA,TAYACAJA,ACOSTAMBO,ACOSTAMBO,3360
-13.6535442795|-75.3927504042,HUANCAVELICA,HUAYTARA,HUAYTARA,HUAYTARA,2236
-13.5386390085|-75.4060134827,HUANCAVELICA,HUAYTARA,QUITO-ARMA,QUITO-ARMA,661
-13.409545632|-74.9462022248,HUANCAVELICA,HUAYTARA,PILPICHACA,PILPICHACA,2969
-14.0246553019|-73.3137272468,APURIMAC,AYMARAES,TORAYA,TORAYA,1254
-2.99371921116|-73.7521533435,LORETO,MAYNAS,MAZAN,MAZAN,14194
-5.73762657304|-76.586618181,LORETO,ALTO AMAZONAS,BALSAPUERTO,BALSAPUERTO,16844
-5.03894572276|-74.8635630456,LORETO,LORETO,PARINARI,PARINARI,6629
-3.19632349973|-75.8368781523,LORETO,LORETO,TROMPETEROS,VILLA TROMPETEROS,10313
-2.46882935763|-72.7839101588,LORETO,PUTUMAYO,PUTUMAYO,SAN ANTONIO DEL ESTRECHO,4449
-1.38887984302|-74.8928947375,LORETO,MAYNAS,TORRES CAUSANA,PANTOJA,5166
-3.81159848866|-73.211977827,LORETO,MAYNAS,BELEN,BELEN,73077
-0.655314747835|-74.7316149785,LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,SOPLIN VARGAS,2955
-5.845879927|-76.1615819603,LORETO,ALTO AMAZONAS,YURIMAGUAS,YURIMAGUAS,97535
-5.78648012141|-79.3102148403,CAJAMARCA,JAEN,SAN FELIPE,SAN FELIPE,4940
-17.6237011036|-70.0251115519,TACNA,TARATA,ESTIQUE,ESTIQUE,280
-9.70646496248|-77.4474301891,ANCASH,RECUAY,RECUAY,RECUAY,4740
-9.16329120058|-78.1239712816,ANCASH,SANTA,MORO,MORO,8645
-9.99675481003|-76.3305286118,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,CAYRAN,4876
-13.6652521854|-73.1624793539,APURIMAC,ANDAHUAYLAS,KISHUARA,KISHUARA,6560
-13.5895653192|-72.0871067901,CUSCO,CUSCO,CCORCA,CCORCA,2461
-10.1781712648|-77.1792370892,ANCASH,BOLOGNESI,CHIQUIAN,CHIQUIAN,4156
-11.5942167079|-75.3392730069,JUNIN,JAUJA,MOLINOS,MOLINOS,1684
-11.6654986427|-75.0489858216,JUNIN,CONCEPCION,COMAS,COMAS,5968
-11.632890512|-75.6891760158,JUNIN,JAUJA,POMACANCHA,POMACANCHA,1545
-12.5133219675|-69.923348609,MADRE DE DIOS,TAMBOPATA,LABERINTO,PUERTO ROSARIO DE LABERINTO,6655
-12.003689757|-69.5393094694,MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,LAS PIEDRAS (PLANCHON),15930
-11.6796308722|-69.5319944305,MADRE DE DIOS,TAHUAMANU,TAHUAMANU,SAN LORENZO,3665
-11.435093654|-69.6792725153,MADRE DE DIOS,TAHUAMANU,IBERIA,IBERIA,6865
-12.4298170936|-76.6299425206,LIMA,CAÑETE,CHILCA,CHILCA,23077
-13.7819471763|-75.2807748592,HUANCAVELICA,HUAYTARA,SAN FRANCISCO DE SANGAYAICO,SAN FRANCISCO DE SANGAYAICO,894
-6.93129391761|-79.370808932,LAMBAYEQUE,CHICLAYO,NUEVA ARICA,NUEVA ARICA,2623
-15.4830667533|-71.5976135152,AREQUIPA,CAYLLOMA,TUTI,TUTI,681
-16.352850816|-72.2963698702,AREQUIPA,CAYLLOMA,MAJES,EL PEDREGAL,66859
-16.0433802066|-72.7208598976,AREQUIPA,CONDESUYOS,CHUQUIBAMBA,CHUQUIBAMBA,3650
-15.8525307766|-72.8439524754,AREQUIPA,CONDESUYOS,ANDARAY,ANDARAY,715
-15.4061671339|-72.6974434801,AREQUIPA,CONDESUYOS,SALAMANCA,SALAMANCA,527
-15.7507677635|-72.4996836259,AREQUIPA,CASTILLA,TIPAN,TIPAN,481
-5.02407797752|-79.3657181949,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,SAPALACHE,12373
-15.0189301739|-69.7996162366,PUNO,HUANCANE,HUATASANI,HUATASANI,3310
-15.0299953413|-70.3227287983,PUNO,AZANGARO,JOSE DOMINGO CHOQUEHUANCA,ESTACION DE PUCARA,4859
-13.4942259635|-74.2256614943,AYACUCHO,CANGALLO,LOS MOROCHUCOS,PAMPA - CANGALLO,8323
-13.5537107918|-74.0136910864,AYACUCHO,VILCAS HUAMAN,VISCHONGO,VISCHONGO,4015
-13.4931307113|-74.4362054181,AYACUCHO,CANGALLO,CHUSCHI,CHUSCHI,9134
-5.83884192879|-78.4399998329,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,BAGUA GRANDE,57381
-10.5357745737|-76.4479921721,PASCO,DANIEL ALCIDES CARRION,VILCABAMBA,VILCABAMBA,2067
-10.5629051884|-76.5724465417,PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,YANAHUANCA,12085
-10.6504221042|-75.3708211419,PASCO,OXAPAMPA,OXAPAMPA,OXAPAMPA,16610
-10.6341978955|-75.1759141292,PASCO,OXAPAMPA,VILLA RICA,VILLA RICA,18779
-10.3904930522|-75.6386673998,PASCO,OXAPAMPA,HUANCABAMBA,HUANCABAMBA,6884
-10.1327185127|-75.5862719412,PASCO,OXAPAMPA,POZUZO,POZUZO,5168
-11.0927777245|-77.6069515185,LIMA,HUAURA,HUALMAY,HUALMAY,31302
-12.7662258592|-75.7479684802,LIMA,YAUYOS,CACRA,CACRA,571
-11.4013131899|-76.5023985978,LIMA,CANTA,HUAROS,HUAROS,900
-8.52056708932|-74.8455071414,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,CAMPOVERDE,19378
-8.16313254805|-75.0147672818,UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,NUEVA REQUENA,5953
-5.64770489666|-78.3997567069,AMAZONAS,BAGUA,COPALLIN,COPALLIN,5040
-15.3867619194|-74.9351417037,AREQUIPA,CARAVELI,LOMAS,LOMAS,1581
-15.6335217512|-74.4287684195,AREQUIPA,CARAVELI,YAUCA,YAUCA,2111
-16.0272374849|-72.5682329026,AREQUIPA,CASTILLA,APLAO,APLAO,9595
-16.0124011753|-72.3681869262,AREQUIPA,CASTILLA,HUANCARQUI,HUANCARQUI,1679
-7.11798066546|-79.1609783769,CAJAMARCA,SAN MIGUEL,SAN GREGORIO,SAN GREGORIO,2278
-6.93048338399|-79.8157880727,LAMBAYEQUE,CHICLAYO,ETEN,ETEN,13020
-6.88074604367|-79.9042597548,LAMBAYEQUE,CHICLAYO,SANTA ROSA,SANTA ROSA,13568
-10.7564012939|-76.9866870323,LIMA,OYON,CAUJUL,CAUJUL,633
-10.4864496507|-77.7421659301,LIMA,BARRANCA,PARAMONGA,PARAMONGA,25510
-10.8096115426|-77.5623061372,LIMA,BARRANCA,SUPE,SUPE,26727
-10.7852466114|-77.7256801903,LIMA,BARRANCA,SUPE PUERTO,SUPE PUERTO,14298
-10.3099490535|-77.1597589323,ANCASH,BOLOGNESI,ABELARDO PARDO LEZAMETA,LLACLLA,251
-10.3013918881|-77.5855342168,ANCASH,BOLOGNESI,COLQUIOC,CHASQUITAMBO,2575
-10.3609279446|-77.1047459518,ANCASH,BOLOGNESI,MANGAS,MANGAS,506
-9.47135875601|-77.4847154667,ANCASH,HUARAZ,INDEPENDENCIA,CENTENARIO,83982
-9.11603713332|-77.1129242201,ANCASH,ANTONIO RAYMONDI,MIRGAS,MIRGAS,4405
-8.54891506345|-77.929033096,ANCASH,CORONGO,CORONGO,CORONGO,1805
-15.5913243168|-71.6412266887,AREQUIPA,CAYLLOMA,COPORAQUE,COPORAQUE,1259
-15.7962503592|-72.1604833177,AREQUIPA,CAYLLOMA,HUAMBO,HUAMBO,751
-15.4799475721|-71.7604455286,AREQUIPA,CAYLLOMA,LARI,LARI,995
-15.2763158225|-72.8614598463,AREQUIPA,LA UNION,COTAHUASI,COTAHUASI,3197
-15.2132677682|-72.7853030622,AREQUIPA,LA UNION,TOMEPAMPA,TOMEPAMPA,736
-16.5441753088|-71.4432130304,AREQUIPA,AREQUIPA,QUEQUEÑA,QUEQUEÑA,5173
-16.193846032|-71.0971199,AREQUIPA,AREQUIPA,SAN JUAN DE TARUCANI,TARUCANI,1569
-16.2676895288|-72.0632250939,AREQUIPA,AREQUIPA,SANTA ISABEL DE SIGUAS,SANTA ISABEL DE SIGUAS,797
-16.4736420062|-71.5346798289,AREQUIPA,AREQUIPA,SOCABAYA,SOCABAYA,80746
-16.596490256|-72.7366062121,AREQUIPA,CAMANA,JOSE MARIA QUIMPER,EL CARDO,4813
-16.0782627213|-73.136117902,AREQUIPA,CAMANA,MARIANO NICOLAS VALCARCEL,URASQUI,7591
-16.4556299046|-72.8322579869,AREQUIPA,CAMANA,MARISCAL CACERES,SAN JOSE,6624
-16.2779873205|-73.0109214809,AREQUIPA,CAMANA,OCOÑA,OCOÑA,4467
-15.3416747755|-74.5582430803,AREQUIPA,CARAVELI,ACARI,ACARI,5282
-13.5316820555|-71.9506764361,CUSCO,CUSCO,WANCHAQ,WANCHAQ,63058
-16.4200501582|-71.4779818812,AREQUIPA,AREQUIPA,PAUCARPATA,PAUCARPATA,139471
-16.8763346172|-72.1022326181,AREQUIPA,ISLAY,ISLAY,ISLAY (MATARANI),5385
-12.7845330196|-74.0931800693,AYACUCHO,HUANTA,UCHURACCAY,HUAYNACANCHA,3981
-13.3019398974|-73.2089779468,CUSCO,LA CONVENCION,INKAWASI,AMAYBAMBA,5060
-13.0543891214|-73.3397647189,CUSCO,LA CONVENCION,VILLA VIRGEN,VILLA VIRGEN,2412
-13.5186387979|-73.7481770688,APURIMAC,CHINCHEROS,CHINCHEROS,CHINCHEROS,5616
-5.19688581072|-79.4973311446,PIURA,HUANCABAMBA,HUANCABAMBA,HUANCABAMBA,30760
-5.36770193377|-80.0828694769,PIURA,MORROPON,LA MATANZA,LA MATANZA,15162
-5.47051242321|-80.3651408038,PIURA,PIURA,CATACAOS,CATACAOS,81010
-5.08199084822|-80.6585271695,PIURA,PIURA,PIURA,PIURA,176982
-4.94645251814|-79.6502829642,PIURA,AYABACA,PACAIPAMPA,PACAIPAMPA,24176
-4.92729884507|-79.9710172636,PIURA,AYABACA,FRIAS,FRIAS,22331
-4.82673352891|-80.8856464479,PIURA,SULLANA,IGNACIO ESCUDERO,SAN JACINTO,21758
-4.78073989716|-79.8538700512,PIURA,AYABACA,LAGUNAS,LAGUNAS,6106
-4.69212944641|-80.2278380101,PIURA,PIURA,LAS LOMAS,LAS LOMAS,29856
-4.68662618195|-79.606479703,PIURA,AYABACA,AYABACA,AYABACA,35164
-4.46136687818|-80.0627251906,PIURA,AYABACA,SUYO,SUYO,12463
-4.49884875871|-81.0435295353,PIURA,TALARA,PARIÑAS,TALARA,106281
-4.40301716545|-81.2024249231,PIURA,TALARA,LOBITOS,LOBITOS,1472
-4.14781563063|-81.0089600105,PIURA,TALARA,MANCORA,MANCORA,13929
-12.783518718|-74.1915595018,AYACUCHO,HUANTA,CHACA,CHACA,2329
-9.20771972159|-76.0384950685,HUANUCO,LEONCIO PRADO,CASTILLO GRANDE,CASTILLO GRANDE,13687
-12.4182303928|-72.9831244983,CUSCO,LA CONVENCION,ECHARATE,ECHARATE,28022
-11.0837038326|-72.81384006,UCAYALI,ATALAYA,SEPAHUA,SEPAHUA,8288
-9.08225438424|-76.0014430405,HUANUCO,LEONCIO PRADO,PUEBLO NUEVO,PUEBLO NUEVO,4483
-15.8221409632|-71.6958446113,AREQUIPA,CAYLLOMA,ACHOMA,ACHOMA,937
-16.37562733|-71.3586143302,AREQUIPA,AREQUIPA,CHIGUATA,CHIGUATA,3235
-16.5884396711|-71.7957995387,AREQUIPA,AREQUIPA,LA JOYA,LA JOYA,36616
-17.1098490612|-69.7020166798,PUNO,EL COLLAO,CAPAZO,CAPAZO,1203
-16.9312611565|-69.4476951421,PUNO,CHUCUITO,PISACOMA,PISACOMA,8800
-16.3253834983|-68.8788268261,PUNO,YUNGUYO,ANAPIA,ANAPIA,1802
-16.3287179286|-69.5029258536,PUNO,CHUCUITO,JULI,JULI,21033
-15.3559802739|-70.4109031136,PUNO,LAMPA,LAMPA,LAMPA,11723
-15.3080956351|-69.9275348302,PUNO,HUANCANE,TARACO,TARACO,13632
-15.2698483567|-70.0168514236,PUNO,AZANGARO,SAMAN,SAMAN,10085
-15.9050030282|-70.0636770662,PUNO,PUNO,PUNO,PUNO,140527
-15.7262883895|-70.067145784,PUNO,PUNO,PAUCARCOLLA,PAUCARCOLLA,4435
-15.7802167477|-70.2631558049,PUNO,PUNO,VILQUE,VILQUE,3023
-15.7047582248|-69.7004329027,PUNO,PUNO,AMANTANI,AMANTANI,3564
-15.8533685267|-70.6224572272,PUNO,SAN ROMAN,CABANILLAS,DEUSTUA,4669
-15.4916782872|-69.3420774972,PUNO,MOHO,TILALI,TILALI,2588
-15.5693757772|-70.3900899747,PUNO,LAMPA,CABANILLA,CABANILLA,5876
-15.4599001974|-70.2154501546,PUNO,SAN ROMAN,JULIACA,JULIACA,239463
-15.090043996|-70.0846096368,PUNO,AZANGARO,ARAPA,ARAPA,7367
-15.1829175236|-70.8501051639,PUNO,LAMPA,OCUVIRI,OCUVIRI,2457
-14.8469681789|-69.6393112763,PUNO,SAN ANTONIO DE PUTINA,QUILCAPUNCU,QUILCAPUNCU,5515
-14.9315548368|-70.6057581462,PUNO,MELGAR,AYAVIRI,AYAVIRI,25333
-14.6857660871|-69.9802696999,PUNO,AZANGARO,MUÑANI,MUÑANI,7057
-14.6862784618|-70.487636518,PUNO,MELGAR,ORURILLO,ORURILLO,8062
-14.3101068923|-69.6312350981,PUNO,SANDIA,PATAMBUCO,PATAMBUCO,4265
-14.3567967254|-70.6705866666,PUNO,MELGAR,NUÑOA,NUÑOA,8864
-14.2919313914|-69.4369604809,PUNO,SANDIA,SANDIA,SANDIA,11501
-14.4672734928|-69.3561899176,PUNO,SANDIA,QUIACA,QUIACA,2313
-14.1740361519|-70.2268919052,PUNO,CARABAYA,AJOYANI,AJOYANI,2381
-14.0319794975|-69.334418669,PUNO,SANDIA,ALTO INAMBARI,MASSIAPO,7576
-13.741614339|-70.54126219,PUNO,CARABAYA,OLLACHEA,OLLACHEA,6337
-8.13851485794|-77.7988539285,ANCASH,PALLASCA,PAMPAS,PAMPAS,4320
-8.56845666805|-78.1384429315,ANCASH,PALLASCA,SANTA ROSA,SANTA ROSA,1169
-8.61275749051|-77.3953187276,ANCASH,POMABAMBA,PAROBAMBA,PAROBAMBA,6551
-9.36276526526|-76.8357109607,HUANUCO,HUAMALIES,SINGA,SINGA,3161
-9.19038194766|-76.1042733903,HUANUCO,LEONCIO PRADO,RUPA-RUPA,TINGO MARIA,55645
-9.54691885854|-76.4235137821,HUANUCO,DOS DE MAYO,MARIAS,MARIAS,6042
-9.51519574367|-76.6684109766,HUANUCO,HUAMALIES,JACAS GRANDE,JACAS GRANDE,5984
-9.3604322532|-75.7753868443,HUANUCO,LEONCIO PRADO,DANIEL ALOMIA ROBLES,DANIEL ALOMIA ROBLES (PUMAHUASI),6894
-9.13740978415|-76.7337554887,HUANUCO,HUAMALIES,ARANCAY,ARANCAY,1364
-10.1501387637|-76.1411773301,HUANUCO,AMBO,AMBO,AMBO,21918
-10.2152133697|-76.3706018486,HUANUCO,AMBO,CAYNA,CAYNA,2597
-9.00129838888|-74.8663900684,HUANUCO,PUERTO INCA,TOURNAVISTA,TOURNAVISTA,6316
-10.9402818498|-75.075958845,JUNIN,CHANCHAMAYO,PERENE,PERENE,61051
-11.0250297722|-74.868765061,JUNIN,CHANCHAMAYO,PICHANAQUI,BAJO PICHANAQUI,45687
-10.8432802591|-75.2727668878,JUNIN,CHANCHAMAYO,SAN LUIS DE SHUARO,SAN LUIS DE SHUARO,4552
-11.0508092538|-76.918539985,LIMA,HUAURA,LEONCIO PRADO,SANTA CRUZ,2178
-12.4725733092|-75.9551074955,LIMA,YAUYOS,YAUYOS,YAUYOS,1704
-12.2887826329|-75.7039648602,LIMA,YAUYOS,ALIS,ALIS,1620
-9.51815087197|-78.2231984269,ANCASH,CASMA,CASMA,CASMA,38730
-9.37298777075|-78.1427106762,ANCASH,CASMA,BUENA VISTA ALTA,BUENA VISTA ALTA,5219
-10.4747239314|-77.5688713743,ANCASH,OCROS,SAN PEDRO,COPA,659
-9.93755528447|-77.5409313971,ANCASH,RECUAY,COTAPARACO,COTAPARACO,424
-9.09348643822|-77.6664012208,ANCASH,YUNGAY,YUNGAY,YUNGAY,22368
-9.3161270449|-77.8327131911,ANCASH,YUNGAY,CASCAPARA,CASCAPARA,1784
-9.57632620886|-77.8216400863,ANCASH,HUARAZ,COLCABAMBA,COLCABAMBA,321
-9.0112057149|-77.1695737325,ANCASH,CARLOS FERMIN FITZCARRALD,SAN NICOLAS,SAN NICOLAS,3438
-8.76195032769|-77.741144764,ANCASH,HUAYLAS,YURACMARCA,YURACMARCA,2152
-8.82313856981|-77.3876641067,ANCASH,MARISCAL LUZURIAGA,CASCA,CASCA,4135
-8.90957089437|-77.2901406786,ANCASH,MARISCAL LUZURIAGA,LLAMA,LLAMA,1073
-8.34272664532|-78.0699624959,ANCASH,PALLASCA,BOLOGNESI,BOLOGNESI,1095
-9.32314031981|-77.2328958883,ANCASH,HUARI,HUARI,HUARI,10016
-9.65543196246|-77.2117245847,ANCASH,HUARI,CHAVIN DE HUANTAR,CHAVIN DE HUANTAR,8816
-9.30853980698|-76.9296321835,ANCASH,HUARI,HUACACHI,HUACACHI,1923
-9.18856287373|-76.8089206651,ANCASH,HUARI,HUACCHIS,HUACCHIS,1527
-9.42639030901|-77.0781525583,ANCASH,HUARI,HUACHIS,HUACHIS,3712
-10.3193726513|-77.4240816864,ANCASH,OCROS,CONGAS,CONGAS,1324
-8.30283665107|-77.9923662825,ANCASH,PALLASCA,HUACASCHUQUE,HUACASCHUQUE,549
-8.26580345178|-77.9055317484,ANCASH,PALLASCA,LACABAMBA,LACABAMBA,529
-8.70232582028|-77.343694411,ANCASH,POMABAMBA,QUINUABAMBA,QUINUABAMBA,2380
-8.96100149899|-78.0764149157,ANCASH,SANTA,CACERES DEL PERU,JIMBE,4950
-8.77654658859|-78.1219901663,ANCASH,SANTA,MACATE,MACATE,3448
-8.54029117878|-77.6154348851,ANCASH,SIHUAS,SIHUAS,SIHUAS,5796
-8.58781106314|-77.6532052907,ANCASH,SIHUAS,CASHAPAMPA,CASHAPAMPA,3027
-8.36287610009|-77.6459836403,ANCASH,SIHUAS,CHINGALPO,CHINGALPO,958
-8.39597930037|-77.5097555254,ANCASH,SIHUAS,QUICHES,QUICHES,2519
-10.5216919084|-77.1089326193,LIMA,CAJATAMBO,HUANCAPON,HUANCAPON,1142
-10.6123677011|-77.2208086332,LIMA,CAJATAMBO,MANAS,MANAS,1123
-10.9216977531|-76.8554804127,LIMA,HUAURA,CHECRAS,MARAY,1121
-10.9627551559|-76.6712221569,LIMA,HUAURA,SANTA LEONOR,JUCUL,877
-10.4551401018|-76.9438397487,LIMA,CAJATAMBO,CAJATAMBO,CAJATAMBO,2373
-10.3644795714|-77.0233787817,LIMA,CAJATAMBO,COPA,COPA,966
-8.05161326993|-78.9959602748,LA LIBERTAD,TRUJILLO,EL PORVENIR,EL PORVENIR,216331
-6.17421885061|-78.6000926195,CAJAMARCA,CUTERVO,SAN JUAN DE CUTERVO,SAN JUAN DE CUTERVO,1924
-6.27910059715|-78.5787565626,CAJAMARCA,CUTERVO,SAN LUIS DE LUCMA,SAN LUIS DE LUCMA,3161
-6.28736469896|-78.6967242093,CAJAMARCA,CUTERVO,SOCOTA,SOCOTA,9487
-6.28459081573|-78.4481448872,CAJAMARCA,CHOTA,CHIMBAN,CHIMBAN,2413
-6.57449322322|-78.7275667131,CAJAMARCA,CHOTA,LAJAS,LAJAS,11714
-6.18419621775|-78.4781817795,CAJAMARCA,CHOTA,PION,PION,1281
-6.62755648183|-78.9419155826,CAJAMARCA,SANTA CRUZ,SANTA CRUZ,SANTA CRUZ DE SUCCHABAMBA,9749
-5.14040380526|-79.0078954652,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,SAN IGNACIO,39238
-5.51736702366|-79.0550579899,CAJAMARCA,JAEN,SAN JOSE DEL ALTO,SAN JOSE DEL ALTO,7953
-5.63393733123|-79.1333535491,CAJAMARCA,JAEN,CHONTALI,CHONTALI,10488
-3.59957712452|-80.503013479,TUMBES,TUMBES,CORRALES,SAN PEDRO DE LOS INCAS,25790
-4.04098754806|-80.8906845363,TUMBES,CONTRALMIRANTE VILLAR,CANOAS DE PUNTA SAL,CANCAS,7104
-3.46440143513|-80.3013899727,TUMBES,ZARUMILLA,ZARUMILLA,ZARUMILLA,24821
-6.77494718869|-78.1172774818,CAJAMARCA,CELENDIN,CELENDIN,CELENDIN,28468
-6.38019911927|-78.8330008953,CAJAMARCA,CUTERVO,CUTERVO,CUTERVO,52184
-6.1967862041|-79.0916372078,CAJAMARCA,CUTERVO,QUEROCOTILLO,QUEROCOTILLO,14067
-6.69306775044|-78.479500115,CAJAMARCA,HUALGAYOC,BAMBAMARCA,BAMBAMARCA,65979
-6.55998014391|-78.6427502538,CAJAMARCA,CHOTA,CHOTA,CHOTA,50519
-6.43986488593|-78.412792525,CAJAMARCA,CHOTA,CHADIN,CHADIN,3744
-6.47060852261|-78.6024505674,CAJAMARCA,CHOTA,CONCHAN,CONCHAN,6064
-6.69573161245|-78.7686888579,CAJAMARCA,SANTA CRUZ,NINABAMBA,NINABAMBA,2098
-11.9557456873|-76.794207352,LIMA,LIMA,LURIGANCHO,CHOSICA,230978
-12.0975356033|-76.9952627269,LIMA,LIMA,SAN BORJA,SAN FRANCISCO DE BORJA,134317
-12.0765987497|-77.0900896423,LIMA,LIMA,SAN MIGUEL,SAN MIGUEL,175411
-12.0235974515|-77.0325879052,LIMA,LIMA,RIMAC,RIMAC,190288
-11.9874773349|-77.0460084365,LIMA,LIMA,INDEPENDENCIA,INDEPENDENCIA,230144
-12.0990010539|-77.0367723891,LIMA,LIMA,SAN ISIDRO,SAN ISIDRO,72942
-12.1440729975|-77.0208786599,LIMA,LIMA,BARRANCO,BARRANCO,38748
-13.1545937678|-74.2002008928,AYACUCHO,HUAMANGA,ANDRES AVELINO CACERES DORREGARAY,JARDIN,30546
-11.544540659|-76.1233240315,JUNIN,YAULI,MOROCOCHA,NUEVA MOROCOCHA,5529
-9.89657095109|-76.2966972451,HUANUCO,HUANUCO,HUANUCO,HUANUCO,92909
-9.68526092849|-76.2657293173,HUANUCO,HUANUCO,CHURUBAMBA,CHURUBAMBA,17293
-10.0785251899|-76.4218222599,HUANUCO,HUANUCO,SAN PEDRO DE CHAULAN,CHAULAN,2796
-9.94605445522|-76.5112461058,HUANUCO,HUANUCO,YACUS,YACUS,5326
-9.64827737133|-76.6323299019,HUANUCO,DOS DE MAYO,CHUQUIS,CHUQUIS,3436
-10.1483614233|-75.896738334,HUANUCO,PACHITEA,PANAO,PANAO,18834
-9.90056670741|-76.6321379723,HUANUCO,YAROWILCA,CHACABAMBA,CHACABAMBA,1123
-9.76588576879|-76.7077540255,HUANUCO,YAROWILCA,PAMPAMARCA,PAMPAMARCA,1151
-10.1875141175|-76.8658586337,HUANUCO,LAURICOCHA,QUEROPALCA,QUEROPALCA,1019
-9.97837088591|-76.6275119727,HUANUCO,LAURICOCHA,SAN FRANCISCO DE ASIS,HUARIN,1301
-9.73716015095|-75.79755351,HUANUCO,PACHITEA,CHAGLLA,CHAGLLA,11008
-9.79337577961|-76.3126551596,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,SANTA MARIA DEL VALLE,21363
-9.79382586453|-76.7668629183,HUANUCO,DOS DE MAYO,SILLAPATA,SILLAPATA,1807
-9.86812743902|-76.0279003042,HUANUCO,PACHITEA,UMARI,UMARI (TAMBILLO),11958
-10.1073697476|-76.7838631915,HUANUCO,LAURICOCHA,BAÑOS,BAÑOS,2041
-9.9684919655|-76.7204463127,HUANUCO,LAURICOCHA,RONDOS,RONDOS,3716
-9.33110709177|-76.3878776176,HUANUCO,HUAMALIES,MONZON,MONZON,13289
-9.44146126567|-76.8364898305,HUANUCO,HUAMALIES,PUNCHAO,PUNCHAO,2009
-9.50308383346|-76.8968995756,HUANUCO,HUAMALIES,PUÑOS,PUÑOS,4251
