Geo Point,NOMBDEP,NOMBPROV,NOMBDIST,CAPITAL,POBLACION
-6.17353651737|-76.9218024619,SAN MARTIN,MOYOBAMBA,JEPELACIO,JEPELACIO,17210
-6.01453946653|-77.0957553964,SAN MARTIN,MOYOBAMBA,CALZADA,CALZADA,4839
-5.85896776826|-77.2748920029,SAN MARTIN,RIOJA,SAN FERNANDO,SAN FERNANDO,3889
-6.03999056091|-79.1236585791,CAJAMARCA,JAEN,PUCARA,PUCARA,6995
-6.11675209887|-78.5588565763,CAJAMARCA,CUTERVO,CUJILLO,CUJILLO,2679
-12.0932826824|-76.3918799526,LIMA,HUAROCHIRI,LAHUAYTAMBO,LAHUAYTAMBO,761
-11.9378192413|-76.6229148097,LIMA,HUAROCHIRI,RICARDO PALMA,RICARDO PALMA,7117
-11.8405937705|-76.5304316715,LIMA,HUAROCHIRI,SAN MATEO DE OTAO,SAN JUAN DE LANCA,1674
-12.2191484953|-76.2627067143,LIMA,HUAROCHIRI,SANGALLAYA,SANGALLAYA,729
-12.031918149|-76.199604829,LIMA,HUAROCHIRI,SANTIAGO DE ANCHUCAYA,SANTIAGO DE ANCHUCAYA,354
-12.2613195891|-76.5362049234,LIMA,HUAROCHIRI,SANTO DOMINGO DE LOS OLLEROS,SANTO DOMINGO DE LOS OLLEROS,3506
-12.74278402|-75.8820025816,LIMA,YAUYOS,CATAHUASI,CATAHUASI,1201
-12.9223864219|-75.9240578357,LIMA,YAUYOS,CHOCOS,CHOCOS,908
-12.9415582986|-75.821849626,LIMA,YAUYOS,HUANGASCAR,HUANGASCAR,729
-12.8109440553|-75.6306915404,LIMA,YAUYOS,LINCHA,LINCHA,512
-12.6665124898|-75.9227621959,LIMA,YAUYOS,PUTINZA,SAN LORENZO DE PUTINZA,547
-11.4753065958|-76.5822973244,LIMA,CANTA,CANTA,CANTA,2730
-12.487066049|-76.4546171525,LIMA,CAÑETE,CALANGO,CALANGO,2673
-12.9659036472|-76.4647131909,LIMA,CAÑETE,CERRO AZUL,CERRO AZUL,9012
-12.6587176209|-76.406722529,LIMA,CAÑETE,COAYLLO,COAYLLO,1165
-12.9604959457|-76.2585762873,LIMA,CAÑETE,NUEVO IMPERIAL,NUEVO IMPERIAL,28265
-12.6131660134|-76.6741821247,LIMA,CAÑETE,SAN ANTONIO,SAN ANTONIO,4864
-13.0519940414|-76.4237180392,LIMA,CAÑETE,SAN LUIS,SAN LUIS,14114
-11.2774971786|-76.5951710371,LIMA,HUARAL,ATAVILLOS ALTO,PIRCA,829
-11.5177450119|-77.0499502376,LIMA,HUARAL,AUCALLAMA,AUCALLAMA,22014
-6.6828598723|-78.8494399313,CAJAMARCA,SANTA CRUZ,YAUYUCAN,YAUYUCAN,2976
-5.42773454301|-78.6008461888,CAJAMARCA,JAEN,SANTA ROSA,SANTA ROSA,10786
-6.78283683141|-79.8258256326,LAMBAYEQUE,CHICLAYO,CHICLAYO,CHICLAYO,294380
-6.62686237846|-79.4645633568,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,CHONGOYAPE,19957
-6.77963847331|-79.2768493053,LAMBAYEQUE,CHICLAYO,OYOTUN,OYOTUN,9052
-6.77373246232|-79.6944505306,LAMBAYEQUE,CHICLAYO,TUMAN,TUMAN,30656
-6.48622839273|-79.6347601523,LAMBAYEQUE,FERREÑAFE,PITIPO,PITIPO,22299
-6.33418180344|-79.8082833519,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,JAYANCA,19480
-6.16904653707|-79.7078755167,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,MOTUPE,32604
-6.04759907501|-80.0715657814,LAMBAYEQUE,LAMBAYEQUE,OLMOS,OLMOS,52681
-6.46959437833|-79.8533669474,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,ILLIMO,9729
-6.43408352031|-79.8799227169,LAMBAYEQUE,LAMBAYEQUE,PACORA,PACORA,8641
-6.15088730377|-79.5379484503,LAMBAYEQUE,LAMBAYEQUE,SALAS,SALAS,13869
-4.53705144763|-80.7849327198,PIURA,SULLANA,MARCAVELICA,MARCAVELICA,32311
-4.83553478729|-81.0067648824,PIURA,PAITA,AMOTAPE,AMOTAPE,2594
-5.45775132257|-80.7020029329,PIURA,SECHURA,BERNAL,BERNAL,7549
-5.44129407397|-80.6113698397,PIURA,PIURA,EL TALLAN,SINCHAO,5689
-5.31206763234|-79.6258326484,PIURA,HUANCABAMBA,CANCHAQUE,CANCHAQUE,8207
-5.39791477638|-79.4602337788,PIURA,HUANCABAMBA,SONDORILLO,SONDORILLO,11420
-5.35759047326|-80.5860497939,PIURA,PIURA,CURA MORI,CUCUNGARA,20087
-5.40352153514|-79.3624111179,PIURA,HUANCABAMBA,SONDOR,SONDOR,7853
-5.33287313169|-80.8679975416,PIURA,PIURA,LA UNION,LA UNION,44063
-13.8043260135|-76.1067640416,ICA,PISCO,SAN ANDRES,SAN ANDRES,16435
-13.6421160517|-76.143986748,ICA,PISCO,SAN CLEMENTE,SAN CLEMENTE,28381
-13.7261716663|-76.1103351883,ICA,PISCO,TUPAC AMARU INCA,TUPAC AMARU,19744
-18.1129713482|-70.1686203468,TACNA,TACNA,TACNA,TACNA,109363
-17.9542171908|-70.1462231258,TACNA,TACNA,CALANA,CALANA,3545
-17.6042296966|-70.7330559166,TACNA,JORGE BASADRE,LOCUMBA,LOCUMBA,2728
-16.5758064714|-71.0460888167,MOQUEGUA,GENERAL SANCHEZ CERRO,COALAQUE,COALAQUE,1133
-16.8259850314|-71.2938706203,MOQUEGUA,GENERAL SANCHEZ CERRO,LA CAPILLA,LA CAPILLA,735
-16.3035765087|-70.6272478006,MOQUEGUA,GENERAL SANCHEZ CERRO,LLOQUE,LLOQUE,635
-16.6282949232|-71.1572683382,MOQUEGUA,GENERAL SANCHEZ CERRO,PUQUINA,PUQUINA,2883
-16.7042052871|-70.8798240106,MOQUEGUA,GENERAL SANCHEZ CERRO,QUINISTAQUILLAS,QUINISTAQUILLAS,591
-17.7848033844|-70.0235939629,TACNA,TACNA,PACHIA,PACHIA,2419
-17.6569374946|-69.7640307241,TACNA,TACNA,PALCA,PALCA,2202
-18.0077242115|-70.0741386827,TACNA,TACNA,POCOLLAY,POCOLLAY,20281
-17.165068685|-70.4327437104,TACNA,CANDARAVE,CAMILACA,ALTO CAMILACA,1377
-17.5018815327|-69.9580478867,TACNA,TARATA,TARUCACHI,TARUCACHI,360
-17.8578365426|-70.1903379896,TACNA,TACNA,CIUDAD NUEVA,CIUDAD NUEVA,34398
-8.07476764711|-78.4619619835,LA LIBERTAD,JULCAN,JULCAN,JULCAN,13382
-7.92475331239|-79.2177400201,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,SANTIAGO DE CAO,21152
-7.80063520377|-78.3616459122,LA LIBERTAD,OTUZCO,USQUIL,USQUIL,24680
-7.2881373395|-79.487884406,LA LIBERTAD,PACASMAYO,GUADALUPE,GUADALUPE,44796
-8.801723956|-78.6497468049,LA LIBERTAD,VIRU,GUADALUPITO,GUADALUPITO,7689
-7.82233354626|-77.7980907435,LA LIBERTAD,SANCHEZ CARRION,CHUGAY,CHUGAY,19521
-7.84774121564|-77.9534956797,LA LIBERTAD,SANCHEZ CARRION,CURGOS,CURGOS,8964
-7.79264708165|-78.1756389128,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN,SANAGORAN,14873
-9.82975945475|-72.6985747382,UCAYALI,ATALAYA,YURUA,BREU,2322
-7.2220739621|-78.1612444842,CAJAMARCA,SAN MARCOS,GREGORIO PITA,PAUCAMARCA,5435
-7.35601693684|-78.0209710547,CAJAMARCA,SAN MARCOS,JOSE MANUEL QUIROZ,SHIRAC,3722
-7.3382329129|-78.5271861115,CAJAMARCA,CAJAMARCA,ASUNCION,ASUNCION,8477
-7.56770186683|-78.2533285254,CAJAMARCA,CAJABAMBA,CACHACHI,CACHACHI,25800
-7.5301245515|-78.0911377252,CAJAMARCA,CAJABAMBA,CONDEBAMBA,CAUDAY,14991
-7.4743924998|-77.9063269576,CAJAMARCA,CAJABAMBA,SITACOCHA,LLUCHUBAMBA,8271
-11.8333174196|-75.9781833361,JUNIN,YAULI,SUITUCANCHA,SUITUCANCHA,755
-11.7808253418|-75.422018756,JUNIN,JAUJA,MASMA,MASMA,1898
-15.4042082082|-73.1726464682,AREQUIPA,LA UNION,TAURIA,TAURIA,320
-15.4491015617|-74.3981647291,AREQUIPA,CARAVELI,JAQUI,JAQUI,1712
-4.91945260954|-80.330951856,PIURA,PIURA,TAMBO GRANDE,TAMBO GRANDE,122471
-16.2828061505|-69.0901932276,PUNO,YUNGUYO,YUNGUYO,YUNGUYO,25417
-16.1979688312|-68.9715154792,PUNO,YUNGUYO,TINICACHI,TINICACHI,939
-16.2873250105|-69.9084522632,PUNO,PUNO,ACORA,ACORA,24135
-14.6793411324|-71.3437551617,CUSCO,ESPINAR,PICHIGUA,PICHIGUA,3060
-15.0011514976|-71.658226869,CUSCO,ESPINAR,SUYCKUTAMBO,SUYCKUTAMBO,1790
-12.9122955128|-74.0230995984,AYACUCHO,LA MAR,TAMBO,TAMBO,10909
-12.6711995573|-74.2420109347,AYACUCHO,HUANTA,SANTILLANA,SAN JOSE DE SECCE,4171
-12.7284683251|-73.8908908883,AYACUCHO,LA MAR,AYNA,SAN FRANCISCO,10414
-12.3406200401|-74.1021148061,AYACUCHO,HUANTA,CANAYRE,CANAYRE,4195
-13.5369810301|-71.3439938855,CUSCO,QUISPICANCHI,CCARHUAYO,CCARHUAYO,3207
-13.3423089239|-70.7489180717,CUSCO,QUISPICANCHI,CAMANTI,QUINCE MIL,2582
-12.1507253061|-74.6523758733,HUANCAVELICA,TAYACAJA,SURCUBAMBA,SURCUBAMBA,4849
-13.465418413|-75.2376821942,HUANCAVELICA,HUAYTARA,SAN ANTONIO DE CUSICANCHA,CUSICANCHA,1401
-13.274170564|-75.3630878906,HUANCAVELICA,CASTROVIRREYNA,COCAS,COCAS,712
-14.0986837754|-72.4470150609,APURIMAC,GRAU,PROGRESO,PROGRESO,3215
-4.62833596881|-75.9760563682,LORETO,ALTO AMAZONAS,LAGUNAS,LAGUNAS,13965
-5.65827722338|-75.7490051696,LORETO,ALTO AMAZONAS,SANTA CRUZ,SANTA CRUZ,4339
-4.44271761017|-74.1142036928,LORETO,LORETO,NAUTA,NAUTA,33235
-2.94373100402|-75.264851828,LORETO,LORETO,TIGRE,INTUTU,7695
-17.4994092708|-70.2145383731,TACNA,TARATA,HEROES ALBARRACIN,CHUCATAMANI,377
-7.07965485283|-79.4476295332,LA LIBERTAD,CHEPEN,PACANGA,PACANGA,24294
-9.14149277601|-78.3031918642,ANCASH,SANTA,NEPEÑA,NEPEÑA,14980
-9.27947030479|-78.4424530351,ANCASH,SANTA,SAMANCO,SAMANCO,5123
-8.06341096145|-79.0559436318,LA LIBERTAD,TRUJILLO,LA ESPERANZA,LA ESPERANZA,217344
-13.7166324857|-73.2740550895,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,SAN JERONIMO,22592
-13.7683778251|-73.3879123994,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,ANDAHUAYLAS,45218
-13.5731045935|-71.9785576552,CUSCO,CUSCO,SANTIAGO,SANTIAGO,103764
-9.50589951487|-78.0203063568,ANCASH,CASMA,YAUTAN,YAUTAN,9026
-11.6963534657|-74.8571869465,JUNIN,CONCEPCION,ANDAMARCA,ANDAMARCA,3838
-11.6626625244|-75.5675652991,JUNIN,JAUJA,ACOLLA,ACOLLA,6677
-12.9767443442|-69.938844847,MADRE DE DIOS,TAMBOPATA,INAMBARI,MAZUKO,14521
-13.0031462504|-70.6520775912,MADRE DE DIOS,MANU,HUEPETUHE,HUEPETUHE,10905
-12.3620032641|-71.5183667856,MADRE DE DIOS,MANU,MANU,SALVACION,2748
-12.6295418097|-70.675352468,MADRE DE DIOS,MANU,MADRE DE DIOS,BOCA COLORADO,7751
-12.4087115867|-76.7673087796,LIMA,LIMA,SANTA MARIA DEL MAR,SANTA MARIA DEL MAR,1090
-12.7967282892|-76.5112380802,LIMA,CAÑETE,ASIA,ASIA,10452
-13.8133867212|-75.2149406233,HUANCAVELICA,HUAYTARA,SANTIAGO DE CHOCORVOS,SANTIAGO DE CHOCORVOS,1622
-15.7900972423|-71.4553234369,AREQUIPA,CAYLLOMA,YANQUE,YANQUE,2368
-15.9126432892|-72.6005994779,AREQUIPA,CONDESUYOS,IRAY,IRAY,654
-5.0531475423|-79.9106807866,PIURA,MORROPON,SANTO DOMINGO,SANTO DOMINGO,6703
-10.4140280869|-74.6367329439,PASCO,OXAPAMPA,PUERTO BERMUDEZ,PUERTO BERMUDEZ,19678
-9.82583819324|-74.7846259195,PASCO,OXAPAMPA,CONSTITUCION,CONSTITUCION,15210
-8.14262756027|-77.9420484787,LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEPATA,MOLLEPATA,2620
-12.3693818905|-76.7241442608,LIMA,LIMA,SAN BARTOLO,SAN BARTOLO,8375
-11.2716606505|-77.4927678336,LIMA,HUAURA,HUACHO,HUACHO,73526
-11.0879808502|-77.6200225143,LIMA,HUAURA,CALETA DE CARQUIN,CALETA DE CARQUIN,8674
-11.1161350227|-77.4732727898,LIMA,HUAURA,SANTA MARIA,CRUZ BLANCA,40275
-11.5556346957|-76.6115961025,LIMA,CANTA,LACHAQUI,LACHAQUI,1090
-8.20580726939|-77.0924642893,LA LIBERTAD,PATAZ,ONGON,ONGON,1477
-7.73245254081|-77.5895450001,LA LIBERTAD,PATAZ,PATAZ,PATAZ,10441
-5.95246281961|-78.2349579517,AMAZONAS,UTCUBAMBA,JAMALCA,JAMALCA,7482
-15.5673608454|-73.7303800159,AREQUIPA,CARAVELI,QUICACHA,QUICACHA,2006
-15.6409572109|-72.2850889018,AREQUIPA,CASTILLA,AYO,AYO,270
-15.1821384744|-72.1161918751,AREQUIPA,CASTILLA,CHACHAS,CHACHAS,1813
-15.3506205276|-72.385275545,AREQUIPA,CASTILLA,CHILCAYMARCA,CHILCAYMARCA,1031
-11.4938966265|-74.2411399634,JUNIN,SATIPO,MAZAMARI,,41747
-7.03804176283|-79.0033169689,CAJAMARCA,SAN MIGUEL,EL PRADO,EL PRADO,1661
-6.9267153943|-79.1314315422,CAJAMARCA,SAN MIGUEL,NIEPOS,NIEPOS,3381
-6.82375627951|-79.8611471889,LAMBAYEQUE,CHICLAYO,LA VICTORIA,LA VICTORIA,97701
-6.88714215924|-79.6379965943,LAMBAYEQUE,CHICLAYO,SAÑA,SAÑA,12910
-10.7776031546|-76.9271501653,LIMA,OYON,ANDAJES,ANDAJES,653
-10.8571667568|-77.0466439971,LIMA,OYON,NAVAN,NAVAN,968
-10.2032437486|-77.4998683094,ANCASH,BOLOGNESI,ANTONIO RAYMONDI,RAQUIA,1041
-10.3018661213|-77.1062888668,ANCASH,BOLOGNESI,LA PRIMAVERA,GORGORILLO,473
-10.2389241417|-77.0034119283,ANCASH,BOLOGNESI,PACLLON,PACLLON,967
-10.291529226|-77.2098536041,ANCASH,BOLOGNESI,SAN MIGUEL DE CORPANQUI,CORPANQUI,511
-8.50803281313|-77.8834851725,ANCASH,CORONGO,ACO,ACO,390
-15.7570886661|-72.3831463038,AREQUIPA,CASTILLA,UÑON,UÑON,224
-16.0064310514|-71.8279663222,AREQUIPA,CAYLLOMA,HUANCA,HUANCA,1184
-15.5861916615|-71.7053082813,AREQUIPA,CAYLLOMA,ICHUPAMPA,ICHUPAMPA,598
-17.0357349357|-71.878635287,AREQUIPA,ISLAY,MEJIA,MEJIA,1291
-15.1674845618|-72.7118670538,AREQUIPA,LA UNION,ALCA,ALCA,2057
-15.2108698297|-73.0487833429,AREQUIPA,LA UNION,CHARCANA,CHARCANA,614
-14.8749618619|-72.7614806463,AREQUIPA,LA UNION,HUAYNACOTAS,TAURISMA,2127
-14.9895726042|-72.9302205529,AREQUIPA,LA UNION,PAMPAMARCA,MUNGUI,1224
-14.938960291|-72.5471817606,AREQUIPA,LA UNION,PUYCA,PUYCA,2602
-15.521168422|-71.2484257961,AREQUIPA,CAYLLOMA,CALLALLI,CALLALLI,1681
-16.522827373|-72.1441211402,AREQUIPA,AREQUIPA,SANTA RITA DE SIGUAS,SANTA RITA DE SIGUAS,7003
-16.46345039|-71.5989876399,AREQUIPA,AREQUIPA,TIABAYA,TIABAYA,17537
-16.4609305368|-71.6905392643,AREQUIPA,AREQUIPA,UCHUMAYO,UCHUMAYO,15725
-16.6135207969|-71.5498749868,AREQUIPA,AREQUIPA,YARABAMBA,YARABAMBA,1510
-16.1309425275|-71.6063453715,AREQUIPA,AREQUIPA,YURA,YURA,36886
-16.7007721947|-72.3519148668,AREQUIPA,CAMANA,QUILCA,QUILCA,1075
-16.6013389241|-72.6524477123,AREQUIPA,CAMANA,SAMUEL PASTOR,LA PAMPA,16697
-16.3044668084|-71.5765987972,AREQUIPA,AREQUIPA,CERRO COLORADO,LA LIBERTAD,210161
-16.504079477|-71.4738453938,AREQUIPA,AREQUIPA,MOLLEBAYA,MOLLEBAYA,5278
-16.4482624525|-71.4602312179,AREQUIPA,AREQUIPA,SABANDIA,SABANDIA,4635
-16.4050588654|-72.1634222578,AREQUIPA,AREQUIPA,SAN JUAN DE SIGUAS,SAN JUAN DE SIGUAS,709
-16.3309616337|-71.4858577147,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,SELVA ALEGRE,90161
-16.4587024437|-71.5626129326,AREQUIPA,AREQUIPA,JACOBO HUNTER,JACOBO HUNTER,53745
-16.394744811|-71.5504057829,AREQUIPA,AREQUIPA,YANAHUARA,YANAHUARA,27783
-13.4888456903|-72.8140025603,APURIMAC,ABANCAY,SAN PEDRO DE CACHORA,CACHORA,2660
-13.4760915864|-72.9752900614,APURIMAC,ABANCAY,HUANIPACA,HUANIPACA,3054
-13.6275050761|-73.4530283229,APURIMAC,ANDAHUAYLAS,TALAVERA,TALAVERA,19572
-13.5442998268|-73.6692713985,APURIMAC,CHINCHEROS,ANCO_HUALLO,URIPA,10926
-5.26448516576|-79.9250473328,PIURA,MORROPON,BUENOS AIRES,BUENOS AIRES,10335
-5.17202312492|-79.6648825663,PIURA,HUANCABAMBA,LALAQUIZ,TUNAL,4527
-5.15272124881|-79.9983924445,PIURA,MORROPON,MORROPON,MORROPON,16405
-5.1565129803|-79.769535452,PIURA,MORROPON,YAMANGO,YAMANGO,9352
-5.12169600848|-80.1944091858,PIURA,MORROPON,CHULUCANAS,CHULUCANAS,90614
-5.13095183261|-80.5151818243,PIURA,PIURA,CASTILLA,CASTILLA,178076
-5.16720016712|-81.0554208192,PIURA,PAITA,PAITA,PAITA,98976
-4.78361672168|-79.9892945308,PIURA,AYABACA,SAPILLICA,SAPILLICA,11351
-4.72609173479|-80.604267508,PIURA,SULLANA,QUERECOTILLO,QUERECOTILLO,28566
-4.53182024478|-79.831694943,PIURA,AYABACA,JILILI,JILILI,2824
-4.573016962|-79.7775026481,PIURA,AYABACA,SICCHEZ,SICCHEZ,1802
-4.29150873186|-81.0801505268,PIURA,TALARA,EL ALTO,EL ALTO,8945
-5.16138475781|-80.6965420141,PIURA,PIURA,VEINTISEIS DE OCTUBRE,SAN MARTIN,181687
-12.9094027307|-73.4779305856,CUSCO,LA CONVENCION,VILLA KINTIARINA,VILLA KINTIARINA,2413
-12.2359226038|-74.4578173305,HUANCAVELICA,TAYACAJA,ROBLE,PUERTO SAN ANTONIO,1440
-12.2023402195|-74.186567944,JUNIN,SATIPO,VIZCATAN DEL ENE,SAN MIGUEL DEL ENE,4970
-12.1815832042|-74.9332818956,HUANCAVELICA,TAYACAJA,PICHOS,PICHOS,2078
-8.56475989458|-76.0647641906,HUANUCO,LEONCIO PRADO,PUCAYACU,PUCAYACU,3942
-8.88044017119|-76.3634448496,HUANUCO,MARAÑON,LA MORADA,LA MORADA,3012
-13.2300068431|-73.5704051164,AYACUCHO,LA MAR,CHUNGUI,CHUNGUI,4717
-12.3175709826|-74.8869536729,HUANCAVELICA,TAYACAJA,SANTIAGO DE TUCUMA,SANTIAGO DE TUCUMA,1671
-8.98489679417|-75.9829686237,HUANUCO,LEONCIO PRADO,SANTO DOMINGO DE ANDA,PACAE,2753
-9.13939647663|-75.8754019548,HUANUCO,LEONCIO PRADO,HERMILIO VALDIZAN,HERMILIO VALDIZAN,3744
-15.8309182493|-71.0974879615,AREQUIPA,CAYLLOMA,SAN ANTONIO DE CHUCA,SAN ANTONIO DE CHUCA,1005
-16.7216020294|-69.2480154437,PUNO,CHUCUITO,KELLUYO,KELLUYO,7927
-16.6201516426|-69.080280321,PUNO,CHUCUITO,DESAGUADERO,DESAGUADERO,14412
-16.3713327492|-69.0730606944,PUNO,YUNGUYO,COPANI,COPANI,5003
-16.2246152065|-68.9654273344,PUNO,YUNGUYO,UNICACHI,MARCAJA,1064
-16.2359269856|-68.9969556439,PUNO,YUNGUYO,OLLARAYA,SAN MIGUEL DE OLLARAYA,2845
-15.2760923938|-69.295634898,PUNO,MOHO,HUAYRAPATA,HUAYRAPATA,2717
-15.9236809584|-70.2714316331,PUNO,PUNO,TIQUILLACA,TIQUILLACA,1665
-15.678457107|-70.1570530429,PUNO,PUNO,ATUNCOLLA,ATUNCOLLA,4873
-15.6428810396|-70.2798287142,PUNO,SAN ROMAN,CABANA,CABANA,5235
-15.5615467828|-69.9237547185,PUNO,PUNO,COATA,COATA,7015
-15.6404258384|-69.824473719,PUNO,PUNO,CAPACHICA,CAPACHICA,7755
-15.4493046995|-69.4120435564,PUNO,MOHO,CONIMA,CONIMA,3250
-15.3508017986|-69.4476079779,PUNO,MOHO,MOHO,MOHO,11689
-15.2095105228|-69.4874290289,PUNO,HUANCANE,ROSASPATA,ROSASPATA,4252
-15.1832084084|-69.8090212315,PUNO,HUANCANE,HUANCANE,HUANCANE,19216
-15.2183559674|-70.2912183513,PUNO,LAMPA,NICASIO,NICASIO,2476
-15.2993211336|-70.6093869941,PUNO,LAMPA,PALCA,PALCA,1951
-15.1749602982|-70.6503483135,PUNO,LAMPA,VILAVILA,VILAVILA,1322
-15.0183872601|-69.9142547666,PUNO,SAN ANTONIO DE PUTINA,PEDRO VILCA APAZA,AYRAMPUNI,2002
-15.0081757839|-69.3931766575,PUNO,HUANCANE,COJATA,COJATA,4075
-14.9874655926|-70.9270808758,PUNO,MELGAR,LLALLI,LLALLI,2752
-14.9223738796|-70.383779598,PUNO,AZANGARO,TIRAPATA,TIRAPATA,3013
-14.7091689826|-69.8344865325,PUNO,SAN ANTONIO DE PUTINA,PUTINA,PUTINA,15190
-14.880957465|-70.1492220434,PUNO,AZANGARO,AZANGARO,AZANGARO,31182
-14.7408064642|-70.3538221253,PUNO,AZANGARO,ASILLO,ASILLO,15282
-14.711421394|-70.9321805843,PUNO,MELGAR,MACARI,MACARI,7396
-14.6924864998|-69.5049866843,PUNO,SAN ANTONIO DE PUTINA,ANANEA,ANANEA,13230
-14.5226211907|-70.2566966143,PUNO,AZANGARO,SAN ANTON,SAN ANTON,7750
-14.6911550235|-70.1786618256,PUNO,AZANGARO,SAN JOSE,SAN JOSE,5111
-14.5238140748|-69.5576680055,PUNO,SANDIA,CUYOCUYO,CUYOCUYO,5617
-14.511449346|-69.240029523,PUNO,SAN ANTONIO DE PUTINA,SINA,SINA,1775
-14.3311418177|-69.1270554713,PUNO,SANDIA,YANAHUAYA,YANAHUAYA,2204
-14.1939651607|-69.1004550262,PUNO,SANDIA,SAN JUAN DEL ORO,SAN JUAN DEL ORO,4063
-14.0678728626|-69.5850456844,PUNO,SANDIA,PHARA,PHARA,5940
-14.056176607|-70.4701527827,PUNO,CARABAYA,MACUSANI,MACUSANI,13913
-13.9236343622|-70.7051543957,PUNO,CARABAYA,CORANI,CORANI,4564
-13.829641524|-70.1160944731,PUNO,CARABAYA,ITUATA,ITUATA,8132
-15.3617648919|-71.5459516885,AREQUIPA,CAYLLOMA,SIBAYO,SIBAYO,730
-15.2126999111|-71.3922655803,AREQUIPA,CAYLLOMA,TISCO,TISCO,1681
-8.88971699109|-77.4662786742,ANCASH,POMABAMBA,HUAYLLAN,HUAYLLAN,3227
-9.61397583259|-76.9032702213,HUANUCO,HUAMALIES,LLATA,LLATA,13830
-9.43721151329|-76.7550439021,HUANUCO,HUAMALIES,CHAVIN DE PARIARCA,CHAVIN DE PARIARCA,3919
-9.24065626312|-75.9532252684,HUANUCO,LEONCIO PRADO,LUYANDO,LUYANDO,9365
-10.3289356316|-76.1263363825,HUANUCO,AMBO,SAN RAFAEL,SAN RAFAEL,9352
-11.5310047922|-73.8144352005,JUNIN,SATIPO,RIO TAMBO,PUERTO OCOPA,30309
-10.9139336057|-76.0209879899,JUNIN,JUNIN,CARHUAMAYO,CARHUAMAYO,7085
-9.91121226279|-77.3170577443,ANCASH,RECUAY,CATAC,CATAC,4186
-10.057731768|-77.5146889874,ANCASH,RECUAY,HUAYLLAPAMPA,HUAYLLAPAMPA,643
-10.0742219043|-77.4543415835,ANCASH,RECUAY,MARCA,MARCA,1722
-10.1192145951|-77.6538170808,ANCASH,RECUAY,PARARIN,PARARIN,1657
-10.002753297|-77.5398865055,ANCASH,RECUAY,TAPACOCHA,TAPACOCHA,434
-9.19229939585|-77.6501348105,ANCASH,YUNGAY,MANCOS,MANCOS,7096
-9.02411579051|-77.4980546167,ANCASH,YUNGAY,YANAMA,YANAMA,5752
-8.88969265855|-77.894017856,ANCASH,HUAYLAS,HUAYLAS,HUAYLAS,1755
-8.86212101355|-77.3532342195,ANCASH,MARISCAL LUZURIAGA,PISCOBAMBA,PISCOBAMBA,3271
-8.78492107618|-77.2772026442,ANCASH,MARISCAL LUZURIAGA,FIDEL OLIVAS ESCUDERO,SANACHGAN,2086
-8.89303282696|-77.3245637447,ANCASH,MARISCAL LUZURIAGA,MUSGA,MUSGA,1053
-8.40387561892|-77.9593181029,ANCASH,PALLASCA,CABANA,CABANA,2703
-9.51012063808|-78.3552405508,ANCASH,CASMA,COMANDANTE NOEL,PUERTO CASMA,2333
-9.25703054376|-77.1314092793,ANCASH,HUARI,CAJAY,CAJAY,2788
-10.3209141046|-77.2400390326,ANCASH,OCROS,CAJAMARQUILLA,CAJAMARQUILLA,314
-10.5034721129|-77.2248288774,ANCASH,OCROS,CARHUAPAMPA,ACO,491
-10.379112496|-77.2144459086,ANCASH,OCROS,LLIPA,LLIPA,290
-10.4156641512|-77.2284331619,ANCASH,OCROS,SAN CRISTOBAL DE RAJAN,RAJAN,451
-8.87759672674|-78.4011158452,ANCASH,SANTA,CHIMBOTE,CHIMBOTE,222044
-8.46775626173|-77.4435212671,ANCASH,SIHUAS,ALFONSO UGARTE,ULLULLUCO,559
-10.9658662782|-76.9718375706,LIMA,HUAURA,PACCHO,PACCHO,1891
-11.1458636307|-77.2338038419,LIMA,HUAURA,SAYAN,SAYAN,26139
-10.9501922865|-77.6041162885,LIMA,HUAURA,VEGUETA,VEGUETA,27931
-10.66939884|-76.7577218794,LIMA,OYON,OYON,OYON,13120
-10.837864359|-76.7975538678,LIMA,OYON,PACHANGARA,CHURIN,2870
-10.6233603003|-77.6859584962,LIMA,BARRANCA,PATIVILCA,PATIVILCA,19697
-7.07747708863|-78.5611041364,CAJAMARCA,CAJAMARCA,CAJAMARCA,CAJAMARCA,238521
-6.224066509|-78.7422814594,CAJAMARCA,CUTERVO,SAN ANDRES DE CUTERVO,SAN ANDRES DE CUTERVO,4472
-6.25794975766|-78.8427228612,CAJAMARCA,CUTERVO,SANTO DOMINGO DE LA CAPILLA,SANTO DOMINGO DE LA CAPILLA,5150
-6.4876969851|-78.2855215194,CAJAMARCA,CELENDIN,CORTEGANA,CHIMUCH (CORTEGANA),7631
-6.4250805525|-78.7080371165,CAJAMARCA,CHOTA,CHIGUIRIP,CHIGUIRIP,3785
